level,name,year,substance,count,share
5CT,Rural,2012,all,0,NA
5CT,Rural,2012,opioid,NA,NA
5CT,Rural,2012,fentanyl,NA,NA
5CT,Rural,2012,heroin,NA,NA
5CT,Rural,2012,cocaine,NA,NA
5CT,Rural,2012,amphet,NA,NA
5CT,Rural,2013,all,0,NA
5CT,Rural,2013,opioid,NA,NA
5CT,Rural,2013,fentanyl,NA,NA
5CT,Rural,2013,heroin,NA,NA
5CT,Rural,2013,cocaine,NA,NA
5CT,Rural,2013,amphet,NA,NA
5CT,Rural,2014,all,0,NA
5CT,Rural,2014,opioid,NA,NA
5CT,Rural,2014,fentanyl,NA,NA
5CT,Rural,2014,heroin,NA,NA
5CT,Rural,2014,cocaine,NA,NA
5CT,Rural,2014,amphet,NA,NA
5CT,Rural,2015,all,58,NA
5CT,Rural,2015,opioid,NA,NA
5CT,Rural,2015,fentanyl,NA,NA
5CT,Rural,2015,heroin,NA,NA
5CT,Rural,2015,cocaine,NA,NA
5CT,Rural,2015,amphet,NA,NA
5CT,Rural,2016,all,90,NA
5CT,Rural,2016,opioid,NA,NA
5CT,Rural,2016,fentanyl,NA,NA
5CT,Rural,2016,heroin,NA,NA
5CT,Rural,2016,cocaine,NA,NA
5CT,Rural,2016,amphet,NA,NA
5CT,Rural,2017,all,117,NA
5CT,Rural,2017,opioid,NA,NA
5CT,Rural,2017,fentanyl,NA,NA
5CT,Rural,2017,heroin,NA,NA
5CT,Rural,2017,cocaine,NA,NA
5CT,Rural,2017,amphet,NA,NA
5CT,Rural,2018,all,111,NA
5CT,Rural,2018,opioid,NA,NA
5CT,Rural,2018,fentanyl,NA,NA
5CT,Rural,2018,heroin,NA,NA
5CT,Rural,2018,cocaine,NA,NA
5CT,Rural,2018,amphet,NA,NA
5CT,Rural,2019,all,115,NA
5CT,Rural,2019,opioid,NA,NA
5CT,Rural,2019,fentanyl,NA,NA
5CT,Rural,2019,heroin,NA,NA
5CT,Rural,2019,cocaine,NA,NA
5CT,Rural,2019,amphet,NA,NA
5CT,Rural,2020,all,134,NA
5CT,Rural,2020,opioid,NA,NA
5CT,Rural,2020,fentanyl,NA,NA
5CT,Rural,2020,heroin,NA,NA
5CT,Rural,2020,cocaine,NA,NA
5CT,Rural,2020,amphet,NA,NA
5CT,Suburban,2012,all,0,NA
5CT,Suburban,2012,opioid,NA,NA
5CT,Suburban,2012,fentanyl,NA,NA
5CT,Suburban,2012,heroin,NA,NA
5CT,Suburban,2012,cocaine,NA,NA
5CT,Suburban,2012,amphet,NA,NA
5CT,Suburban,2013,all,0,NA
5CT,Suburban,2013,opioid,NA,NA
5CT,Suburban,2013,fentanyl,NA,NA
5CT,Suburban,2013,heroin,NA,NA
5CT,Suburban,2013,cocaine,NA,NA
5CT,Suburban,2013,amphet,NA,NA
5CT,Suburban,2014,all,0,NA
5CT,Suburban,2014,opioid,NA,NA
5CT,Suburban,2014,fentanyl,NA,NA
5CT,Suburban,2014,heroin,NA,NA
5CT,Suburban,2014,cocaine,NA,NA
5CT,Suburban,2014,amphet,NA,NA
5CT,Suburban,2015,all,68,NA
5CT,Suburban,2015,opioid,NA,NA
5CT,Suburban,2015,fentanyl,NA,NA
5CT,Suburban,2015,heroin,NA,NA
5CT,Suburban,2015,cocaine,NA,NA
5CT,Suburban,2015,amphet,NA,NA
5CT,Suburban,2016,all,151,NA
5CT,Suburban,2016,opioid,NA,NA
5CT,Suburban,2016,fentanyl,NA,NA
5CT,Suburban,2016,heroin,NA,NA
5CT,Suburban,2016,cocaine,NA,NA
5CT,Suburban,2016,amphet,NA,NA
5CT,Suburban,2017,all,162,NA
5CT,Suburban,2017,opioid,NA,NA
5CT,Suburban,2017,fentanyl,NA,NA
5CT,Suburban,2017,heroin,NA,NA
5CT,Suburban,2017,cocaine,NA,NA
5CT,Suburban,2017,amphet,NA,NA
5CT,Suburban,2018,all,143,NA
5CT,Suburban,2018,opioid,NA,NA
5CT,Suburban,2018,fentanyl,NA,NA
5CT,Suburban,2018,heroin,NA,NA
5CT,Suburban,2018,cocaine,NA,NA
5CT,Suburban,2018,amphet,NA,NA
5CT,Suburban,2019,all,164,NA
5CT,Suburban,2019,opioid,NA,NA
5CT,Suburban,2019,fentanyl,NA,NA
5CT,Suburban,2019,heroin,NA,NA
5CT,Suburban,2019,cocaine,NA,NA
5CT,Suburban,2019,amphet,NA,NA
5CT,Suburban,2020,all,189,NA
5CT,Suburban,2020,opioid,NA,NA
5CT,Suburban,2020,fentanyl,NA,NA
5CT,Suburban,2020,heroin,NA,NA
5CT,Suburban,2020,cocaine,NA,NA
5CT,Suburban,2020,amphet,NA,NA
5CT,Urban core,2012,all,0,NA
5CT,Urban core,2012,opioid,NA,NA
5CT,Urban core,2012,fentanyl,NA,NA
5CT,Urban core,2012,heroin,NA,NA
5CT,Urban core,2012,cocaine,NA,NA
5CT,Urban core,2012,amphet,NA,NA
5CT,Urban core,2013,all,0,NA
5CT,Urban core,2013,opioid,NA,NA
5CT,Urban core,2013,fentanyl,NA,NA
5CT,Urban core,2013,heroin,NA,NA
5CT,Urban core,2013,cocaine,NA,NA
5CT,Urban core,2013,amphet,NA,NA
5CT,Urban core,2014,all,0,NA
5CT,Urban core,2014,opioid,NA,NA
5CT,Urban core,2014,fentanyl,NA,NA
5CT,Urban core,2014,heroin,NA,NA
5CT,Urban core,2014,cocaine,NA,NA
5CT,Urban core,2014,amphet,NA,NA
5CT,Urban core,2015,all,133,NA
5CT,Urban core,2015,opioid,NA,NA
5CT,Urban core,2015,fentanyl,NA,NA
5CT,Urban core,2015,heroin,NA,NA
5CT,Urban core,2015,cocaine,NA,NA
5CT,Urban core,2015,amphet,NA,NA
5CT,Urban core,2016,all,274,NA
5CT,Urban core,2016,opioid,NA,NA
5CT,Urban core,2016,fentanyl,NA,NA
5CT,Urban core,2016,heroin,NA,NA
5CT,Urban core,2016,cocaine,NA,NA
5CT,Urban core,2016,amphet,NA,NA
5CT,Urban core,2017,all,285,NA
5CT,Urban core,2017,opioid,NA,NA
5CT,Urban core,2017,fentanyl,NA,NA
5CT,Urban core,2017,heroin,NA,NA
5CT,Urban core,2017,cocaine,NA,NA
5CT,Urban core,2017,amphet,NA,NA
5CT,Urban core,2018,all,327,NA
5CT,Urban core,2018,opioid,NA,NA
5CT,Urban core,2018,fentanyl,NA,NA
5CT,Urban core,2018,heroin,NA,NA
5CT,Urban core,2018,cocaine,NA,NA
5CT,Urban core,2018,amphet,NA,NA
5CT,Urban core,2019,all,437,NA
5CT,Urban core,2019,opioid,NA,NA
5CT,Urban core,2019,fentanyl,NA,NA
5CT,Urban core,2019,heroin,NA,NA
5CT,Urban core,2019,cocaine,NA,NA
5CT,Urban core,2019,amphet,NA,NA
5CT,Urban core,2020,all,438,NA
5CT,Urban core,2020,opioid,NA,NA
5CT,Urban core,2020,fentanyl,NA,NA
5CT,Urban core,2020,heroin,NA,NA
5CT,Urban core,2020,cocaine,NA,NA
5CT,Urban core,2020,amphet,NA,NA
5CT,Urban periphery,2012,all,0,NA
5CT,Urban periphery,2012,opioid,NA,NA
5CT,Urban periphery,2012,fentanyl,NA,NA
5CT,Urban periphery,2012,heroin,NA,NA
5CT,Urban periphery,2012,cocaine,NA,NA
5CT,Urban periphery,2012,amphet,NA,NA
5CT,Urban periphery,2013,all,0,NA
5CT,Urban periphery,2013,opioid,NA,NA
5CT,Urban periphery,2013,fentanyl,NA,NA
5CT,Urban periphery,2013,heroin,NA,NA
5CT,Urban periphery,2013,cocaine,NA,NA
5CT,Urban periphery,2013,amphet,NA,NA
5CT,Urban periphery,2014,all,0,NA
5CT,Urban periphery,2014,opioid,NA,NA
5CT,Urban periphery,2014,fentanyl,NA,NA
5CT,Urban periphery,2014,heroin,NA,NA
5CT,Urban periphery,2014,cocaine,NA,NA
5CT,Urban periphery,2014,amphet,NA,NA
5CT,Urban periphery,2015,all,152,NA
5CT,Urban periphery,2015,opioid,NA,NA
5CT,Urban periphery,2015,fentanyl,NA,NA
5CT,Urban periphery,2015,heroin,NA,NA
5CT,Urban periphery,2015,cocaine,NA,NA
5CT,Urban periphery,2015,amphet,NA,NA
5CT,Urban periphery,2016,all,334,NA
5CT,Urban periphery,2016,opioid,NA,NA
5CT,Urban periphery,2016,fentanyl,NA,NA
5CT,Urban periphery,2016,heroin,NA,NA
5CT,Urban periphery,2016,cocaine,NA,NA
5CT,Urban periphery,2016,amphet,NA,NA
5CT,Urban periphery,2017,all,417,NA
5CT,Urban periphery,2017,opioid,NA,NA
5CT,Urban periphery,2017,fentanyl,NA,NA
5CT,Urban periphery,2017,heroin,NA,NA
5CT,Urban periphery,2017,cocaine,NA,NA
5CT,Urban periphery,2017,amphet,NA,NA
5CT,Urban periphery,2018,all,374,NA
5CT,Urban periphery,2018,opioid,NA,NA
5CT,Urban periphery,2018,fentanyl,NA,NA
5CT,Urban periphery,2018,heroin,NA,NA
5CT,Urban periphery,2018,cocaine,NA,NA
5CT,Urban periphery,2018,amphet,NA,NA
5CT,Urban periphery,2019,all,430,NA
5CT,Urban periphery,2019,opioid,NA,NA
5CT,Urban periphery,2019,fentanyl,NA,NA
5CT,Urban periphery,2019,heroin,NA,NA
5CT,Urban periphery,2019,cocaine,NA,NA
5CT,Urban periphery,2019,amphet,NA,NA
5CT,Urban periphery,2020,all,519,NA
5CT,Urban periphery,2020,opioid,NA,NA
5CT,Urban periphery,2020,fentanyl,NA,NA
5CT,Urban periphery,2020,heroin,NA,NA
5CT,Urban periphery,2020,cocaine,NA,NA
5CT,Urban periphery,2020,amphet,NA,NA
5CT,Wealthy,2012,all,0,NA
5CT,Wealthy,2012,opioid,NA,NA
5CT,Wealthy,2012,fentanyl,NA,NA
5CT,Wealthy,2012,heroin,NA,NA
5CT,Wealthy,2012,cocaine,NA,NA
5CT,Wealthy,2012,amphet,NA,NA
5CT,Wealthy,2013,all,0,NA
5CT,Wealthy,2013,opioid,NA,NA
5CT,Wealthy,2013,fentanyl,NA,NA
5CT,Wealthy,2013,heroin,NA,NA
5CT,Wealthy,2013,cocaine,NA,NA
5CT,Wealthy,2013,amphet,NA,NA
5CT,Wealthy,2014,all,0,NA
5CT,Wealthy,2014,opioid,NA,NA
5CT,Wealthy,2014,fentanyl,NA,NA
5CT,Wealthy,2014,heroin,NA,NA
5CT,Wealthy,2014,cocaine,NA,NA
5CT,Wealthy,2014,amphet,NA,NA
5CT,Wealthy,2015,all,6,NA
5CT,Wealthy,2015,opioid,NA,NA
5CT,Wealthy,2015,fentanyl,NA,NA
5CT,Wealthy,2015,heroin,NA,NA
5CT,Wealthy,2015,cocaine,NA,NA
5CT,Wealthy,2015,amphet,NA,NA
5CT,Wealthy,2016,all,8,NA
5CT,Wealthy,2016,opioid,NA,NA
5CT,Wealthy,2016,fentanyl,NA,NA
5CT,Wealthy,2016,heroin,NA,NA
5CT,Wealthy,2016,cocaine,NA,NA
5CT,Wealthy,2016,amphet,NA,NA
5CT,Wealthy,2017,all,11,NA
5CT,Wealthy,2017,opioid,NA,NA
5CT,Wealthy,2017,fentanyl,NA,NA
5CT,Wealthy,2017,heroin,NA,NA
5CT,Wealthy,2017,cocaine,NA,NA
5CT,Wealthy,2017,amphet,NA,NA
5CT,Wealthy,2018,all,9,NA
5CT,Wealthy,2018,opioid,NA,NA
5CT,Wealthy,2018,fentanyl,NA,NA
5CT,Wealthy,2018,heroin,NA,NA
5CT,Wealthy,2018,cocaine,NA,NA
5CT,Wealthy,2018,amphet,NA,NA
5CT,Wealthy,2019,all,17,NA
5CT,Wealthy,2019,opioid,NA,NA
5CT,Wealthy,2019,fentanyl,NA,NA
5CT,Wealthy,2019,heroin,NA,NA
5CT,Wealthy,2019,cocaine,NA,NA
5CT,Wealthy,2019,amphet,NA,NA
5CT,Wealthy,2020,all,14,NA
5CT,Wealthy,2020,opioid,NA,NA
5CT,Wealthy,2020,fentanyl,NA,NA
5CT,Wealthy,2020,heroin,NA,NA
5CT,Wealthy,2020,cocaine,NA,NA
5CT,Wealthy,2020,amphet,NA,NA
regions,QVHD_NHV,2012,all,0,NA
regions,QVHD_NHV,2012,opioid,0,NA
regions,QVHD_NHV,2012,fentanyl,0,NA
regions,QVHD_NHV,2012,heroin,0,NA
regions,QVHD_NHV,2012,cocaine,0,NA
regions,QVHD_NHV,2012,amphet,0,NA
regions,QVHD_NHV,2013,all,0,NA
regions,QVHD_NHV,2013,opioid,0,NA
regions,QVHD_NHV,2013,fentanyl,0,NA
regions,QVHD_NHV,2013,heroin,0,NA
regions,QVHD_NHV,2013,cocaine,0,NA
regions,QVHD_NHV,2013,amphet,0,NA
regions,QVHD_NHV,2014,all,0,NA
regions,QVHD_NHV,2014,opioid,0,NA
regions,QVHD_NHV,2014,fentanyl,0,NA
regions,QVHD_NHV,2014,heroin,0,NA
regions,QVHD_NHV,2014,cocaine,0,NA
regions,QVHD_NHV,2014,amphet,0,NA
regions,QVHD_NHV,2015,all,30,NA
regions,QVHD_NHV,2015,opioid,27,0.9
regions,QVHD_NHV,2015,fentanyl,5,0.167
regions,QVHD_NHV,2015,heroin,14,0.467
regions,QVHD_NHV,2015,cocaine,5,0.167
regions,QVHD_NHV,2015,amphet,1,0.033
regions,QVHD_NHV,2016,all,72,NA
regions,QVHD_NHV,2016,opioid,64,0.889
regions,QVHD_NHV,2016,fentanyl,32,0.444
regions,QVHD_NHV,2016,heroin,31,0.431
regions,QVHD_NHV,2016,cocaine,23,0.319
regions,QVHD_NHV,2016,amphet,1,0.014
regions,QVHD_NHV,2017,all,64,NA
regions,QVHD_NHV,2017,opioid,60,0.938
regions,QVHD_NHV,2017,fentanyl,35,0.547
regions,QVHD_NHV,2017,heroin,34,0.531
regions,QVHD_NHV,2017,cocaine,22,0.344
regions,QVHD_NHV,2017,amphet,2,0.031
regions,QVHD_NHV,2018,all,55,NA
regions,QVHD_NHV,2018,opioid,52,0.945
regions,QVHD_NHV,2018,fentanyl,28,0.509
regions,QVHD_NHV,2018,heroin,34,0.618
regions,QVHD_NHV,2018,cocaine,19,0.345
regions,QVHD_NHV,2018,amphet,2,0.036
regions,QVHD_NHV,2019,all,85,NA
regions,QVHD_NHV,2019,opioid,78,0.918
regions,QVHD_NHV,2019,fentanyl,60,0.706
regions,QVHD_NHV,2019,heroin,37,0.435
regions,QVHD_NHV,2019,cocaine,30,0.353
regions,QVHD_NHV,2019,amphet,3,0.035
regions,QVHD_NHV,2020,all,113,NA
regions,QVHD_NHV,2020,opioid,108,0.956
regions,QVHD_NHV,2020,fentanyl,96,0.85
regions,QVHD_NHV,2020,heroin,24,0.212
regions,QVHD_NHV,2020,cocaine,45,0.398
regions,QVHD_NHV,2020,amphet,9,0.08
state,Connecticut,2012,all,340,NA
state,Connecticut,2012,opioid,292,0.859
state,Connecticut,2012,fentanyl,14,0.041
state,Connecticut,2012,heroin,174,0.512
state,Connecticut,2012,cocaine,107,0.315
state,Connecticut,2012,amphet,7,0.021
state,Connecticut,2013,all,477,NA
state,Connecticut,2013,opioid,413,0.866
state,Connecticut,2013,fentanyl,37,0.078
state,Connecticut,2013,heroin,257,0.539
state,Connecticut,2013,cocaine,149,0.312
state,Connecticut,2013,amphet,4,0.008
state,Connecticut,2014,all,548,NA
state,Connecticut,2014,opioid,502,0.916
state,Connecticut,2014,fentanyl,76,0.139
state,Connecticut,2014,heroin,329,0.6
state,Connecticut,2014,cocaine,130,0.237
state,Connecticut,2014,amphet,13,0.024
state,Connecticut,2015,all,721,NA
state,Connecticut,2015,opioid,662,0.918
state,Connecticut,2015,fentanyl,188,0.261
state,Connecticut,2015,heroin,429,0.595
state,Connecticut,2015,cocaine,178,0.247
state,Connecticut,2015,amphet,21,0.029
state,Connecticut,2016,all,912,NA
state,Connecticut,2016,opioid,861,0.944
state,Connecticut,2016,fentanyl,486,0.533
state,Connecticut,2016,heroin,509,0.558
state,Connecticut,2016,cocaine,279,0.306
state,Connecticut,2016,amphet,20,0.022
state,Connecticut,2017,all,1032,NA
state,Connecticut,2017,opioid,962,0.932
state,Connecticut,2017,fentanyl,678,0.657
state,Connecticut,2017,heroin,486,0.471
state,Connecticut,2017,cocaine,347,0.336
state,Connecticut,2017,amphet,40,0.039
state,Connecticut,2018,all,1009,NA
state,Connecticut,2018,opioid,950,0.942
state,Connecticut,2018,fentanyl,760,0.753
state,Connecticut,2018,heroin,390,0.387
state,Connecticut,2018,cocaine,345,0.342
state,Connecticut,2018,amphet,56,0.056
state,Connecticut,2019,all,1202,NA
state,Connecticut,2019,opioid,1135,0.944
state,Connecticut,2019,fentanyl,983,0.818
state,Connecticut,2019,heroin,390,0.324
state,Connecticut,2019,cocaine,463,0.385
state,Connecticut,2019,amphet,71,0.059
state,Connecticut,2020,all,1355,NA
state,Connecticut,2020,opioid,1275,0.941
state,Connecticut,2020,fentanyl,1161,0.857
state,Connecticut,2020,heroin,207,0.153
state,Connecticut,2020,cocaine,454,0.335
state,Connecticut,2020,amphet,95,0.07
towns,Ansonia,2012,all,0,NA
towns,Ansonia,2012,opioid,0,NA
towns,Ansonia,2012,fentanyl,0,NA
towns,Ansonia,2012,heroin,0,NA
towns,Ansonia,2012,cocaine,0,NA
towns,Ansonia,2012,amphet,0,NA
towns,Ansonia,2013,all,0,NA
towns,Ansonia,2013,opioid,0,NA
towns,Ansonia,2013,fentanyl,0,NA
towns,Ansonia,2013,heroin,0,NA
towns,Ansonia,2013,cocaine,0,NA
towns,Ansonia,2013,amphet,0,NA
towns,Ansonia,2014,all,0,NA
towns,Ansonia,2014,opioid,0,NA
towns,Ansonia,2014,fentanyl,0,NA
towns,Ansonia,2014,heroin,0,NA
towns,Ansonia,2014,cocaine,0,NA
towns,Ansonia,2014,amphet,0,NA
towns,Ansonia,2015,all,1,NA
towns,Ansonia,2015,opioid,1,1
towns,Ansonia,2015,fentanyl,0,0
towns,Ansonia,2015,heroin,0,0
towns,Ansonia,2015,cocaine,0,0
towns,Ansonia,2015,amphet,0,0
towns,Ansonia,2016,all,8,NA
towns,Ansonia,2016,opioid,8,1
towns,Ansonia,2016,fentanyl,3,0.375
towns,Ansonia,2016,heroin,3,0.375
towns,Ansonia,2016,cocaine,3,0.375
towns,Ansonia,2016,amphet,1,0.125
towns,Ansonia,2017,all,6,NA
towns,Ansonia,2017,opioid,5,0.833
towns,Ansonia,2017,fentanyl,3,0.5
towns,Ansonia,2017,heroin,2,0.333
towns,Ansonia,2017,cocaine,2,0.333
towns,Ansonia,2017,amphet,0,0
towns,Ansonia,2018,all,5,NA
towns,Ansonia,2018,opioid,5,1
towns,Ansonia,2018,fentanyl,4,0.8
towns,Ansonia,2018,heroin,3,0.6
towns,Ansonia,2018,cocaine,2,0.4
towns,Ansonia,2018,amphet,0,0
towns,Ansonia,2019,all,7,NA
towns,Ansonia,2019,opioid,7,1
towns,Ansonia,2019,fentanyl,5,0.714
towns,Ansonia,2019,heroin,4,0.571
towns,Ansonia,2019,cocaine,3,0.429
towns,Ansonia,2019,amphet,0,0
towns,Ansonia,2020,all,8,NA
towns,Ansonia,2020,opioid,7,0.875
towns,Ansonia,2020,fentanyl,7,0.875
towns,Ansonia,2020,heroin,0,0
towns,Ansonia,2020,cocaine,4,0.5
towns,Ansonia,2020,amphet,0,0
towns,Berlin,2012,all,0,NA
towns,Berlin,2012,opioid,0,NA
towns,Berlin,2012,fentanyl,0,NA
towns,Berlin,2012,heroin,0,NA
towns,Berlin,2012,cocaine,0,NA
towns,Berlin,2012,amphet,0,NA
towns,Berlin,2013,all,0,NA
towns,Berlin,2013,opioid,0,NA
towns,Berlin,2013,fentanyl,0,NA
towns,Berlin,2013,heroin,0,NA
towns,Berlin,2013,cocaine,0,NA
towns,Berlin,2013,amphet,0,NA
towns,Berlin,2014,all,0,NA
towns,Berlin,2014,opioid,0,NA
towns,Berlin,2014,fentanyl,0,NA
towns,Berlin,2014,heroin,0,NA
towns,Berlin,2014,cocaine,0,NA
towns,Berlin,2014,amphet,0,NA
towns,Berlin,2015,all,1,NA
towns,Berlin,2015,opioid,1,1
towns,Berlin,2015,fentanyl,0,0
towns,Berlin,2015,heroin,0,0
towns,Berlin,2015,cocaine,0,0
towns,Berlin,2015,amphet,0,0
towns,Berlin,2016,all,2,NA
towns,Berlin,2016,opioid,2,1
towns,Berlin,2016,fentanyl,1,0.5
towns,Berlin,2016,heroin,2,1
towns,Berlin,2016,cocaine,1,0.5
towns,Berlin,2016,amphet,0,0
towns,Berlin,2017,all,8,NA
towns,Berlin,2017,opioid,8,1
towns,Berlin,2017,fentanyl,5,0.625
towns,Berlin,2017,heroin,3,0.375
towns,Berlin,2017,cocaine,2,0.25
towns,Berlin,2017,amphet,0,0
towns,Berlin,2018,all,3,NA
towns,Berlin,2018,opioid,3,1
towns,Berlin,2018,fentanyl,3,1
towns,Berlin,2018,heroin,1,0.333
towns,Berlin,2018,cocaine,0,0
towns,Berlin,2018,amphet,1,0.333
towns,Berlin,2019,all,6,NA
towns,Berlin,2019,opioid,4,0.667
towns,Berlin,2019,fentanyl,4,0.667
towns,Berlin,2019,heroin,0,0
towns,Berlin,2019,cocaine,2,0.333
towns,Berlin,2019,amphet,0,0
towns,Berlin,2020,all,10,NA
towns,Berlin,2020,opioid,8,0.8
towns,Berlin,2020,fentanyl,7,0.7
towns,Berlin,2020,heroin,1,0.1
towns,Berlin,2020,cocaine,3,0.3
towns,Berlin,2020,amphet,1,0.1
towns,Branford,2012,all,0,NA
towns,Branford,2012,opioid,0,NA
towns,Branford,2012,fentanyl,0,NA
towns,Branford,2012,heroin,0,NA
towns,Branford,2012,cocaine,0,NA
towns,Branford,2012,amphet,0,NA
towns,Branford,2013,all,0,NA
towns,Branford,2013,opioid,0,NA
towns,Branford,2013,fentanyl,0,NA
towns,Branford,2013,heroin,0,NA
towns,Branford,2013,cocaine,0,NA
towns,Branford,2013,amphet,0,NA
towns,Branford,2014,all,0,NA
towns,Branford,2014,opioid,0,NA
towns,Branford,2014,fentanyl,0,NA
towns,Branford,2014,heroin,0,NA
towns,Branford,2014,cocaine,0,NA
towns,Branford,2014,amphet,0,NA
towns,Branford,2015,all,3,NA
towns,Branford,2015,opioid,3,1
towns,Branford,2015,fentanyl,0,0
towns,Branford,2015,heroin,2,0.667
towns,Branford,2015,cocaine,0,0
towns,Branford,2015,amphet,0,0
towns,Branford,2016,all,5,NA
towns,Branford,2016,opioid,5,1
towns,Branford,2016,fentanyl,3,0.6
towns,Branford,2016,heroin,2,0.4
towns,Branford,2016,cocaine,1,0.2
towns,Branford,2016,amphet,0,0
towns,Branford,2017,all,11,NA
towns,Branford,2017,opioid,11,1
towns,Branford,2017,fentanyl,4,0.364
towns,Branford,2017,heroin,6,0.545
towns,Branford,2017,cocaine,4,0.364
towns,Branford,2017,amphet,1,0.091
towns,Branford,2018,all,9,NA
towns,Branford,2018,opioid,9,1
towns,Branford,2018,fentanyl,6,0.667
towns,Branford,2018,heroin,4,0.444
towns,Branford,2018,cocaine,4,0.444
towns,Branford,2018,amphet,0,0
towns,Branford,2019,all,9,NA
towns,Branford,2019,opioid,8,0.889
towns,Branford,2019,fentanyl,6,0.667
towns,Branford,2019,heroin,3,0.333
towns,Branford,2019,cocaine,2,0.222
towns,Branford,2019,amphet,0,0
towns,Branford,2020,all,17,NA
towns,Branford,2020,opioid,17,1
towns,Branford,2020,fentanyl,16,0.941
towns,Branford,2020,heroin,7,0.412
towns,Branford,2020,cocaine,7,0.412
towns,Branford,2020,amphet,0,0
towns,Bridgeport,2012,all,0,NA
towns,Bridgeport,2012,opioid,0,NA
towns,Bridgeport,2012,fentanyl,0,NA
towns,Bridgeport,2012,heroin,0,NA
towns,Bridgeport,2012,cocaine,0,NA
towns,Bridgeport,2012,amphet,0,NA
towns,Bridgeport,2013,all,0,NA
towns,Bridgeport,2013,opioid,0,NA
towns,Bridgeport,2013,fentanyl,0,NA
towns,Bridgeport,2013,heroin,0,NA
towns,Bridgeport,2013,cocaine,0,NA
towns,Bridgeport,2013,amphet,0,NA
towns,Bridgeport,2014,all,0,NA
towns,Bridgeport,2014,opioid,0,NA
towns,Bridgeport,2014,fentanyl,0,NA
towns,Bridgeport,2014,heroin,0,NA
towns,Bridgeport,2014,cocaine,0,NA
towns,Bridgeport,2014,amphet,0,NA
towns,Bridgeport,2015,all,20,NA
towns,Bridgeport,2015,opioid,17,0.85
towns,Bridgeport,2015,fentanyl,7,0.35
towns,Bridgeport,2015,heroin,10,0.5
towns,Bridgeport,2015,cocaine,7,0.35
towns,Bridgeport,2015,amphet,0,0
towns,Bridgeport,2016,all,53,NA
towns,Bridgeport,2016,opioid,48,0.906
towns,Bridgeport,2016,fentanyl,25,0.472
towns,Bridgeport,2016,heroin,30,0.566
towns,Bridgeport,2016,cocaine,22,0.415
towns,Bridgeport,2016,amphet,2,0.038
towns,Bridgeport,2017,all,56,NA
towns,Bridgeport,2017,opioid,51,0.911
towns,Bridgeport,2017,fentanyl,39,0.696
towns,Bridgeport,2017,heroin,32,0.571
towns,Bridgeport,2017,cocaine,26,0.464
towns,Bridgeport,2017,amphet,2,0.036
towns,Bridgeport,2018,all,59,NA
towns,Bridgeport,2018,opioid,53,0.898
towns,Bridgeport,2018,fentanyl,44,0.746
towns,Bridgeport,2018,heroin,35,0.593
