level,name,year,substance,count,share
towns,Bridgeport,2018,cocaine,25,0.424
towns,Bridgeport,2018,amphet,1,0.017
towns,Bridgeport,2019,all,66,NA
towns,Bridgeport,2019,opioid,63,0.955
towns,Bridgeport,2019,fentanyl,45,0.682
towns,Bridgeport,2019,heroin,30,0.455
towns,Bridgeport,2019,cocaine,27,0.409
towns,Bridgeport,2019,amphet,2,0.03
towns,Bridgeport,2020,all,73,NA
towns,Bridgeport,2020,opioid,69,0.945
towns,Bridgeport,2020,fentanyl,61,0.836
towns,Bridgeport,2020,heroin,20,0.274
towns,Bridgeport,2020,cocaine,22,0.301
towns,Bridgeport,2020,amphet,3,0.041
towns,Bristol,2012,all,0,NA
towns,Bristol,2012,opioid,0,NA
towns,Bristol,2012,fentanyl,0,NA
towns,Bristol,2012,heroin,0,NA
towns,Bristol,2012,cocaine,0,NA
towns,Bristol,2012,amphet,0,NA
towns,Bristol,2013,all,0,NA
towns,Bristol,2013,opioid,0,NA
towns,Bristol,2013,fentanyl,0,NA
towns,Bristol,2013,heroin,0,NA
towns,Bristol,2013,cocaine,0,NA
towns,Bristol,2013,amphet,0,NA
towns,Bristol,2014,all,0,NA
towns,Bristol,2014,opioid,0,NA
towns,Bristol,2014,fentanyl,0,NA
towns,Bristol,2014,heroin,0,NA
towns,Bristol,2014,cocaine,0,NA
towns,Bristol,2014,amphet,0,NA
towns,Bristol,2015,all,11,NA
towns,Bristol,2015,opioid,10,0.909
towns,Bristol,2015,fentanyl,5,0.455
towns,Bristol,2015,heroin,6,0.545
towns,Bristol,2015,cocaine,2,0.182
towns,Bristol,2015,amphet,0,0
towns,Bristol,2016,all,33,NA
towns,Bristol,2016,opioid,33,1
towns,Bristol,2016,fentanyl,18,0.545
towns,Bristol,2016,heroin,22,0.667
towns,Bristol,2016,cocaine,12,0.364
towns,Bristol,2016,amphet,0,0
towns,Bristol,2017,all,26,NA
towns,Bristol,2017,opioid,23,0.885
towns,Bristol,2017,fentanyl,16,0.615
towns,Bristol,2017,heroin,8,0.308
towns,Bristol,2017,cocaine,5,0.192
towns,Bristol,2017,amphet,0,0
towns,Bristol,2018,all,25,NA
towns,Bristol,2018,opioid,23,0.92
towns,Bristol,2018,fentanyl,20,0.8
towns,Bristol,2018,heroin,8,0.32
towns,Bristol,2018,cocaine,8,0.32
towns,Bristol,2018,amphet,1,0.04
towns,Bristol,2019,all,27,NA
towns,Bristol,2019,opioid,25,0.926
towns,Bristol,2019,fentanyl,22,0.815
towns,Bristol,2019,heroin,11,0.407
towns,Bristol,2019,cocaine,10,0.37
towns,Bristol,2019,amphet,3,0.111
towns,Bristol,2020,all,36,NA
towns,Bristol,2020,opioid,35,0.972
towns,Bristol,2020,fentanyl,34,0.944
towns,Bristol,2020,heroin,3,0.083
towns,Bristol,2020,cocaine,6,0.167
towns,Bristol,2020,amphet,2,0.056
towns,Danbury,2012,all,0,NA
towns,Danbury,2012,opioid,0,NA
towns,Danbury,2012,fentanyl,0,NA
towns,Danbury,2012,heroin,0,NA
towns,Danbury,2012,cocaine,0,NA
towns,Danbury,2012,amphet,0,NA
towns,Danbury,2013,all,0,NA
towns,Danbury,2013,opioid,0,NA
towns,Danbury,2013,fentanyl,0,NA
towns,Danbury,2013,heroin,0,NA
towns,Danbury,2013,cocaine,0,NA
towns,Danbury,2013,amphet,0,NA
towns,Danbury,2014,all,0,NA
towns,Danbury,2014,opioid,0,NA
towns,Danbury,2014,fentanyl,0,NA
towns,Danbury,2014,heroin,0,NA
towns,Danbury,2014,cocaine,0,NA
towns,Danbury,2014,amphet,0,NA
towns,Danbury,2015,all,9,NA
towns,Danbury,2015,opioid,8,0.889
towns,Danbury,2015,fentanyl,3,0.333
towns,Danbury,2015,heroin,7,0.778
towns,Danbury,2015,cocaine,2,0.222
towns,Danbury,2015,amphet,0,0
towns,Danbury,2016,all,16,NA
towns,Danbury,2016,opioid,14,0.875
towns,Danbury,2016,fentanyl,7,0.438
towns,Danbury,2016,heroin,11,0.688
towns,Danbury,2016,cocaine,3,0.188
towns,Danbury,2016,amphet,0,0
towns,Danbury,2017,all,19,NA
towns,Danbury,2017,opioid,19,1
towns,Danbury,2017,fentanyl,12,0.632
towns,Danbury,2017,heroin,10,0.526
towns,Danbury,2017,cocaine,5,0.263
towns,Danbury,2017,amphet,0,0
towns,Danbury,2018,all,15,NA
towns,Danbury,2018,opioid,15,1
towns,Danbury,2018,fentanyl,11,0.733
towns,Danbury,2018,heroin,11,0.733
towns,Danbury,2018,cocaine,3,0.2
towns,Danbury,2018,amphet,1,0.067
towns,Danbury,2019,all,21,NA
towns,Danbury,2019,opioid,20,0.952
towns,Danbury,2019,fentanyl,18,0.857
towns,Danbury,2019,heroin,3,0.143
towns,Danbury,2019,cocaine,4,0.19
towns,Danbury,2019,amphet,0,0
towns,Danbury,2020,all,25,NA
towns,Danbury,2020,opioid,22,0.88
towns,Danbury,2020,fentanyl,19,0.76
towns,Danbury,2020,heroin,8,0.32
towns,Danbury,2020,cocaine,13,0.52
towns,Danbury,2020,amphet,2,0.08
towns,Derby,2012,all,0,NA
towns,Derby,2012,opioid,0,NA
towns,Derby,2012,fentanyl,0,NA
towns,Derby,2012,heroin,0,NA
towns,Derby,2012,cocaine,0,NA
towns,Derby,2012,amphet,0,NA
towns,Derby,2013,all,0,NA
towns,Derby,2013,opioid,0,NA
towns,Derby,2013,fentanyl,0,NA
towns,Derby,2013,heroin,0,NA
towns,Derby,2013,cocaine,0,NA
towns,Derby,2013,amphet,0,NA
towns,Derby,2014,all,0,NA
towns,Derby,2014,opioid,0,NA
towns,Derby,2014,fentanyl,0,NA
towns,Derby,2014,heroin,0,NA
towns,Derby,2014,cocaine,0,NA
towns,Derby,2014,amphet,0,NA
towns,Derby,2015,all,2,NA
towns,Derby,2015,opioid,2,1
towns,Derby,2015,fentanyl,1,0.5
towns,Derby,2015,heroin,2,1
towns,Derby,2015,cocaine,0,0
towns,Derby,2015,amphet,0,0
towns,Derby,2016,all,3,NA
towns,Derby,2016,opioid,3,1
towns,Derby,2016,fentanyl,2,0.667
towns,Derby,2016,heroin,2,0.667
towns,Derby,2016,cocaine,0,0
towns,Derby,2016,amphet,0,0
towns,Derby,2017,all,2,NA
towns,Derby,2017,opioid,2,1
towns,Derby,2017,fentanyl,0,0
towns,Derby,2017,heroin,2,1
towns,Derby,2017,cocaine,0,0
towns,Derby,2017,amphet,0,0
towns,Derby,2018,all,8,NA
towns,Derby,2018,opioid,8,1
towns,Derby,2018,fentanyl,4,0.5
towns,Derby,2018,heroin,4,0.5
towns,Derby,2018,cocaine,2,0.25
towns,Derby,2018,amphet,0,0
towns,Derby,2019,all,8,NA
towns,Derby,2019,opioid,8,1
towns,Derby,2019,fentanyl,6,0.75
towns,Derby,2019,heroin,3,0.375
towns,Derby,2019,cocaine,2,0.25
towns,Derby,2019,amphet,1,0.125
towns,Derby,2020,all,8,NA
towns,Derby,2020,opioid,8,1
towns,Derby,2020,fentanyl,8,1
towns,Derby,2020,heroin,4,0.5
towns,Derby,2020,cocaine,4,0.5
towns,Derby,2020,amphet,2,0.25
towns,East Hartford,2012,all,0,NA
towns,East Hartford,2012,opioid,0,NA
towns,East Hartford,2012,fentanyl,0,NA
towns,East Hartford,2012,heroin,0,NA
towns,East Hartford,2012,cocaine,0,NA
towns,East Hartford,2012,amphet,0,NA
towns,East Hartford,2013,all,0,NA
towns,East Hartford,2013,opioid,0,NA
towns,East Hartford,2013,fentanyl,0,NA
towns,East Hartford,2013,heroin,0,NA
towns,East Hartford,2013,cocaine,0,NA
towns,East Hartford,2013,amphet,0,NA
towns,East Hartford,2014,all,0,NA
towns,East Hartford,2014,opioid,0,NA
towns,East Hartford,2014,fentanyl,0,NA
towns,East Hartford,2014,heroin,0,NA
towns,East Hartford,2014,cocaine,0,NA
towns,East Hartford,2014,amphet,0,NA
towns,East Hartford,2015,all,4,NA
towns,East Hartford,2015,opioid,4,1
towns,East Hartford,2015,fentanyl,2,0.5
towns,East Hartford,2015,heroin,4,1
towns,East Hartford,2015,cocaine,0,0
towns,East Hartford,2015,amphet,0,0
towns,East Hartford,2016,all,13,NA
towns,East Hartford,2016,opioid,13,1
towns,East Hartford,2016,fentanyl,11,0.846
towns,East Hartford,2016,heroin,6,0.462
towns,East Hartford,2016,cocaine,3,0.231
towns,East Hartford,2016,amphet,0,0
towns,East Hartford,2017,all,16,NA
towns,East Hartford,2017,opioid,15,0.938
towns,East Hartford,2017,fentanyl,14,0.875
towns,East Hartford,2017,heroin,6,0.375
towns,East Hartford,2017,cocaine,5,0.312
towns,East Hartford,2017,amphet,1,0.062
towns,East Hartford,2018,all,20,NA
towns,East Hartford,2018,opioid,20,1
towns,East Hartford,2018,fentanyl,18,0.9
towns,East Hartford,2018,heroin,3,0.15
towns,East Hartford,2018,cocaine,9,0.45
towns,East Hartford,2018,amphet,0,0
towns,East Hartford,2019,all,26,NA
towns,East Hartford,2019,opioid,25,0.962
towns,East Hartford,2019,fentanyl,21,0.808
towns,East Hartford,2019,heroin,4,0.154
towns,East Hartford,2019,cocaine,13,0.5
towns,East Hartford,2019,amphet,1,0.038
towns,East Hartford,2020,all,24,NA
towns,East Hartford,2020,opioid,22,0.917
towns,East Hartford,2020,fentanyl,22,0.917
towns,East Hartford,2020,heroin,0,0
towns,East Hartford,2020,cocaine,11,0.458
towns,East Hartford,2020,amphet,2,0.083
towns,East Haven,2012,all,0,NA
towns,East Haven,2012,opioid,0,NA
towns,East Haven,2012,fentanyl,0,NA
towns,East Haven,2012,heroin,0,NA
towns,East Haven,2012,cocaine,0,NA
towns,East Haven,2012,amphet,0,NA
towns,East Haven,2013,all,0,NA
towns,East Haven,2013,opioid,0,NA
towns,East Haven,2013,fentanyl,0,NA
towns,East Haven,2013,heroin,0,NA
towns,East Haven,2013,cocaine,0,NA
towns,East Haven,2013,amphet,0,NA
towns,East Haven,2014,all,0,NA
towns,East Haven,2014,opioid,0,NA
towns,East Haven,2014,fentanyl,0,NA
towns,East Haven,2014,heroin,0,NA
towns,East Haven,2014,cocaine,0,NA
towns,East Haven,2014,amphet,0,NA
towns,East Haven,2015,all,7,NA
towns,East Haven,2015,opioid,7,1
towns,East Haven,2015,fentanyl,0,0
towns,East Haven,2015,heroin,4,0.571
towns,East Haven,2015,cocaine,1,0.143
towns,East Haven,2015,amphet,0,0
towns,East Haven,2016,all,5,NA
towns,East Haven,2016,opioid,5,1
towns,East Haven,2016,fentanyl,2,0.4
towns,East Haven,2016,heroin,1,0.2
towns,East Haven,2016,cocaine,2,0.4
towns,East Haven,2016,amphet,0,0
towns,East Haven,2017,all,9,NA
towns,East Haven,2017,opioid,9,1
towns,East Haven,2017,fentanyl,7,0.778
towns,East Haven,2017,heroin,5,0.556
towns,East Haven,2017,cocaine,4,0.444
towns,East Haven,2017,amphet,0,0
towns,East Haven,2018,all,7,NA
towns,East Haven,2018,opioid,7,1
towns,East Haven,2018,fentanyl,2,0.286
towns,East Haven,2018,heroin,1,0.143
towns,East Haven,2018,cocaine,2,0.286
towns,East Haven,2018,amphet,0,0
towns,East Haven,2019,all,12,NA
towns,East Haven,2019,opioid,12,1
towns,East Haven,2019,fentanyl,6,0.5
towns,East Haven,2019,heroin,4,0.333
towns,East Haven,2019,cocaine,3,0.25
towns,East Haven,2019,amphet,0,0
towns,East Haven,2020,all,14,NA
towns,East Haven,2020,opioid,14,1
towns,East Haven,2020,fentanyl,14,1
towns,East Haven,2020,heroin,3,0.214
towns,East Haven,2020,cocaine,2,0.143
towns,East Haven,2020,amphet,1,0.071
towns,Enfield,2012,all,0,NA
towns,Enfield,2012,opioid,0,NA
towns,Enfield,2012,fentanyl,0,NA
towns,Enfield,2012,heroin,0,NA
towns,Enfield,2012,cocaine,0,NA
towns,Enfield,2012,amphet,0,NA
towns,Enfield,2013,all,0,NA
towns,Enfield,2013,opioid,0,NA
towns,Enfield,2013,fentanyl,0,NA
towns,Enfield,2013,heroin,0,NA
towns,Enfield,2013,cocaine,0,NA
towns,Enfield,2013,amphet,0,NA
towns,Enfield,2014,all,0,NA
towns,Enfield,2014,opioid,0,NA
towns,Enfield,2014,fentanyl,0,NA
towns,Enfield,2014,heroin,0,NA
towns,Enfield,2014,cocaine,0,NA
towns,Enfield,2014,amphet,0,NA
towns,Enfield,2015,all,8,NA
towns,Enfield,2015,opioid,8,1
towns,Enfield,2015,fentanyl,3,0.375
towns,Enfield,2015,heroin,6,0.75
towns,Enfield,2015,cocaine,2,0.25
towns,Enfield,2015,amphet,1,0.125
towns,Enfield,2016,all,14,NA
towns,Enfield,2016,opioid,13,0.929
towns,Enfield,2016,fentanyl,12,0.857
towns,Enfield,2016,heroin,11,0.786
towns,Enfield,2016,cocaine,7,0.5
towns,Enfield,2016,amphet,0,0
towns,Enfield,2017,all,19,NA
towns,Enfield,2017,opioid,18,0.947
towns,Enfield,2017,fentanyl,11,0.579
towns,Enfield,2017,heroin,9,0.474
towns,Enfield,2017,cocaine,7,0.368
towns,Enfield,2017,amphet,0,0
towns,Enfield,2018,all,15,NA
towns,Enfield,2018,opioid,15,1
towns,Enfield,2018,fentanyl,15,1
towns,Enfield,2018,heroin,3,0.2
towns,Enfield,2018,cocaine,5,0.333
towns,Enfield,2018,amphet,0,0
towns,Enfield,2019,all,11,NA
towns,Enfield,2019,opioid,11,1
towns,Enfield,2019,fentanyl,11,1
towns,Enfield,2019,heroin,3,0.273
towns,Enfield,2019,cocaine,3,0.273
towns,Enfield,2019,amphet,1,0.091
towns,Enfield,2020,all,18,NA
towns,Enfield,2020,opioid,16,0.889
towns,Enfield,2020,fentanyl,15,0.833
towns,Enfield,2020,heroin,1,0.056
towns,Enfield,2020,cocaine,4,0.222
towns,Enfield,2020,amphet,2,0.111
towns,Fairfield,2012,all,0,NA
towns,Fairfield,2012,opioid,0,NA
towns,Fairfield,2012,fentanyl,0,NA
towns,Fairfield,2012,heroin,0,NA
towns,Fairfield,2012,cocaine,0,NA
towns,Fairfield,2012,amphet,0,NA
towns,Fairfield,2013,all,0,NA
towns,Fairfield,2013,opioid,0,NA
towns,Fairfield,2013,fentanyl,0,NA
towns,Fairfield,2013,heroin,0,NA
towns,Fairfield,2013,cocaine,0,NA
towns,Fairfield,2013,amphet,0,NA
towns,Fairfield,2014,all,0,NA
towns,Fairfield,2014,opioid,0,NA
towns,Fairfield,2014,fentanyl,0,NA
towns,Fairfield,2014,heroin,0,NA
towns,Fairfield,2014,cocaine,0,NA
towns,Fairfield,2014,amphet,0,NA
towns,Fairfield,2015,all,10,NA
towns,Fairfield,2015,opioid,8,0.8
towns,Fairfield,2015,fentanyl,1,0.1
towns,Fairfield,2015,heroin,4,0.4
towns,Fairfield,2015,cocaine,2,0.2
towns,Fairfield,2015,amphet,0,0
towns,Fairfield,2016,all,6,NA
towns,Fairfield,2016,opioid,6,1
towns,Fairfield,2016,fentanyl,3,0.5
towns,Fairfield,2016,heroin,2,0.333
towns,Fairfield,2016,cocaine,1,0.167
towns,Fairfield,2016,amphet,0,0
towns,Fairfield,2017,all,7,NA
towns,Fairfield,2017,opioid,6,0.857
towns,Fairfield,2017,fentanyl,4,0.571
towns,Fairfield,2017,heroin,2,0.286
towns,Fairfield,2017,cocaine,1,0.143
towns,Fairfield,2017,amphet,0,0
towns,Fairfield,2018,all,1,NA
towns,Fairfield,2018,opioid,1,1
towns,Fairfield,2018,fentanyl,1,1
towns,Fairfield,2018,heroin,0,0
towns,Fairfield,2018,cocaine,0,0
towns,Fairfield,2018,amphet,0,0
towns,Fairfield,2019,all,6,NA
towns,Fairfield,2019,opioid,6,1
towns,Fairfield,2019,fentanyl,5,0.833
towns,Fairfield,2019,heroin,2,0.333
towns,Fairfield,2019,cocaine,3,0.5
towns,Fairfield,2019,amphet,2,0.333
towns,Fairfield,2020,all,8,NA
towns,Fairfield,2020,opioid,7,0.875
towns,Fairfield,2020,fentanyl,6,0.75
towns,Fairfield,2020,heroin,2,0.25
towns,Fairfield,2020,cocaine,0,0
towns,Fairfield,2020,amphet,1,0.125
towns,Griswold,2012,all,0,NA
towns,Griswold,2012,opioid,0,NA
towns,Griswold,2012,fentanyl,0,NA
towns,Griswold,2012,heroin,0,NA
towns,Griswold,2012,cocaine,0,NA
towns,Griswold,2012,amphet,0,NA
towns,Griswold,2013,all,0,NA
towns,Griswold,2013,opioid,0,NA
towns,Griswold,2013,fentanyl,0,NA
towns,Griswold,2013,heroin,0,NA
towns,Griswold,2013,cocaine,0,NA
towns,Griswold,2013,amphet,0,NA
towns,Griswold,2014,all,0,NA
towns,Griswold,2014,opioid,0,NA
towns,Griswold,2014,fentanyl,0,NA
towns,Griswold,2014,heroin,0,NA
towns,Griswold,2014,cocaine,0,NA
towns,Griswold,2014,amphet,0,NA
towns,Griswold,2015,all,2,NA
towns,Griswold,2015,opioid,2,1
towns,Griswold,2015,fentanyl,0,0
towns,Griswold,2015,heroin,2,1
towns,Griswold,2015,cocaine,0,0
towns,Griswold,2015,amphet,0,0
towns,Griswold,2016,all,7,NA
towns,Griswold,2016,opioid,7,1
towns,Griswold,2016,fentanyl,3,0.429
towns,Griswold,2016,heroin,5,0.714
towns,Griswold,2016,cocaine,1,0.143
towns,Griswold,2016,amphet,0,0
towns,Griswold,2017,all,8,NA
towns,Griswold,2017,opioid,8,1
towns,Griswold,2017,fentanyl,5,0.625
towns,Griswold,2017,heroin,4,0.5
towns,Griswold,2017,cocaine,2,0.25
towns,Griswold,2017,amphet,0,0
towns,Griswold,2018,all,5,NA
towns,Griswold,2018,opioid,5,1
towns,Griswold,2018,fentanyl,4,0.8
towns,Griswold,2018,heroin,2,0.4
towns,Griswold,2018,cocaine,2,0.4
towns,Griswold,2018,amphet,1,0.2
towns,Griswold,2019,all,4,NA
towns,Griswold,2019,opioid,3,0.75
towns,Griswold,2019,fentanyl,3,0.75
towns,Griswold,2019,heroin,1,0.25
towns,Griswold,2019,cocaine,0,0
towns,Griswold,2019,amphet,0,0
towns,Griswold,2020,all,8,NA
towns,Griswold,2020,opioid,7,0.875
towns,Griswold,2020,fentanyl,7,0.875
towns,Griswold,2020,heroin,0,0
towns,Griswold,2020,cocaine,3,0.375
towns,Griswold,2020,amphet,2,0.25
towns,Groton,2012,all,0,NA
towns,Groton,2012,opioid,0,NA
towns,Groton,2012,fentanyl,0,NA
towns,Groton,2012,heroin,0,NA
towns,Groton,2012,cocaine,0,NA
towns,Groton,2012,amphet,0,NA
towns,Groton,2013,all,0,NA
towns,Groton,2013,opioid,0,NA
towns,Groton,2013,fentanyl,0,NA
towns,Groton,2013,heroin,0,NA
towns,Groton,2013,cocaine,0,NA
towns,Groton,2013,amphet,0,NA
towns,Groton,2014,all,0,NA
towns,Groton,2014,opioid,0,NA
towns,Groton,2014,fentanyl,0,NA
towns,Groton,2014,heroin,0,NA
towns,Groton,2014,cocaine,0,NA
towns,Groton,2014,amphet,0,NA
towns,Groton,2015,all,4,NA
towns,Groton,2015,opioid,4,1
towns,Groton,2015,fentanyl,1,0.25
towns,Groton,2015,heroin,4,1
towns,Groton,2015,cocaine,1,0.25
towns,Groton,2015,amphet,0,0
towns,Groton,2016,all,9,NA
towns,Groton,2016,opioid,9,1
towns,Groton,2016,fentanyl,5,0.556
towns,Groton,2016,heroin,5,0.556
towns,Groton,2016,cocaine,2,0.222
towns,Groton,2016,amphet,1,0.111
towns,Groton,2017,all,10,NA
towns,Groton,2017,opioid,10,1
towns,Groton,2017,fentanyl,5,0.5
towns,Groton,2017,heroin,4,0.4
towns,Groton,2017,cocaine,1,0.1
towns,Groton,2017,amphet,0,0
towns,Groton,2018,all,16,NA
towns,Groton,2018,opioid,15,0.938
towns,Groton,2018,fentanyl,11,0.688
towns,Groton,2018,heroin,5,0.312
towns,Groton,2018,cocaine,3,0.188
towns,Groton,2018,amphet,0,0
towns,Groton,2019,all,11,NA
towns,Groton,2019,opioid,11,1
towns,Groton,2019,fentanyl,9,0.818
towns,Groton,2019,heroin,3,0.273
towns,Groton,2019,cocaine,1,0.091
towns,Groton,2019,amphet,1,0.091
towns,Groton,2020,all,5,NA
towns,Groton,2020,opioid,5,1
towns,Groton,2020,fentanyl,4,0.8
towns,Groton,2020,heroin,1,0.2
towns,Groton,2020,cocaine,1,0.2
towns,Groton,2020,amphet,2,0.4
towns,Hamden,2012,all,0,NA
towns,Hamden,2012,opioid,0,NA
towns,Hamden,2012,fentanyl,0,NA
towns,Hamden,2012,heroin,0,NA
towns,Hamden,2012,cocaine,0,NA
towns,Hamden,2012,amphet,0,NA
towns,Hamden,2013,all,0,NA
towns,Hamden,2013,opioid,0,NA
towns,Hamden,2013,fentanyl,0,NA
towns,Hamden,2013,heroin,0,NA
towns,Hamden,2013,cocaine,0,NA
towns,Hamden,2013,amphet,0,NA
towns,Hamden,2014,all,0,NA
towns,Hamden,2014,opioid,0,NA
towns,Hamden,2014,fentanyl,0,NA
towns,Hamden,2014,heroin,0,NA
towns,Hamden,2014,cocaine,0,NA
towns,Hamden,2014,amphet,0,NA
towns,Hamden,2015,all,5,NA
towns,Hamden,2015,opioid,5,1
towns,Hamden,2015,fentanyl,2,0.4
towns,Hamden,2015,heroin,2,0.4
towns,Hamden,2015,cocaine,0,0
towns,Hamden,2015,amphet,0,0
towns,Hamden,2016,all,10,NA
towns,Hamden,2016,opioid,10,1
towns,Hamden,2016,fentanyl,2,0.2
towns,Hamden,2016,heroin,6,0.6
towns,Hamden,2016,cocaine,1,0.1
towns,Hamden,2016,amphet,0,0
towns,Hamden,2017,all,11,NA
towns,Hamden,2017,opioid,11,1
towns,Hamden,2017,fentanyl,7,0.636
towns,Hamden,2017,heroin,6,0.545
towns,Hamden,2017,cocaine,3,0.273
towns,Hamden,2017,amphet,0,0
towns,Hamden,2018,all,11,NA
towns,Hamden,2018,opioid,11,1
towns,Hamden,2018,fentanyl,8,0.727
towns,Hamden,2018,heroin,8,0.727
towns,Hamden,2018,cocaine,1,0.091
towns,Hamden,2018,amphet,1,0.091
towns,Hamden,2019,all,10,NA
towns,Hamden,2019,opioid,10,1
towns,Hamden,2019,fentanyl,6,0.6
towns,Hamden,2019,heroin,3,0.3
towns,Hamden,2019,cocaine,5,0.5
towns,Hamden,2019,amphet,1,0.1
towns,Hamden,2020,all,18,NA
towns,Hamden,2020,opioid,18,1
towns,Hamden,2020,fentanyl,17,0.944
towns,Hamden,2020,heroin,5,0.278
towns,Hamden,2020,cocaine,9,0.5
towns,Hamden,2020,amphet,2,0.111
towns,Hartford,2012,all,0,NA
towns,Hartford,2012,opioid,0,NA
towns,Hartford,2012,fentanyl,0,NA
towns,Hartford,2012,heroin,0,NA
towns,Hartford,2012,cocaine,0,NA
towns,Hartford,2012,amphet,0,NA
towns,Hartford,2013,all,0,NA
towns,Hartford,2013,opioid,0,NA
towns,Hartford,2013,fentanyl,0,NA
towns,Hartford,2013,heroin,0,NA
towns,Hartford,2013,cocaine,0,NA
towns,Hartford,2013,amphet,0,NA
towns,Hartford,2014,all,0,NA
towns,Hartford,2014,opioid,0,NA
towns,Hartford,2014,fentanyl,0,NA
towns,Hartford,2014,heroin,0,NA
towns,Hartford,2014,cocaine,0,NA
towns,Hartford,2014,amphet,0,NA
towns,Hartford,2015,all,35,NA
towns,Hartford,2015,opioid,33,0.943
towns,Hartford,2015,fentanyl,16,0.457
towns,Hartford,2015,heroin,25,0.714
towns,Hartford,2015,cocaine,14,0.4
towns,Hartford,2015,amphet,1,0.029
towns,Hartford,2016,all,71,NA
towns,Hartford,2016,opioid,64,0.901
towns,Hartford,2016,fentanyl,43,0.606
towns,Hartford,2016,heroin,45,0.634
towns,Hartford,2016,cocaine,28,0.394
towns,Hartford,2016,amphet,2,0.028
towns,Hartford,2017,all,81,NA
towns,Hartford,2017,opioid,73,0.901
towns,Hartford,2017,fentanyl,63,0.778
towns,Hartford,2017,heroin,37,0.457
